locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAGGBBM_04120	CDS	1032	hemS		COG3720	Hemin transport protein HemS
KHAGGBBM_04121	gene	819	hmuT			
KHAGGBBM_04121	CDS	819	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
KHAGGBBM_04122	gene	996	hmuU_3			
KHAGGBBM_04122	CDS	996	hmuU_3		COG0609	Hemin transport system permease protein HmuU
KHAGGBBM_04123	gene	780	hmuV			
KHAGGBBM_04123	CDS	780	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
KHAGGBBM_04124	gene	483	hcpA_3			
KHAGGBBM_04124	CDS	483	hcpA_3		COG3157	Major exported protein
KHAGGBBM_04125	gene	333				
KHAGGBBM_04125	CDS	333				hypothetical protein
KHAGGBBM_04126	gene	2562	mutS			
KHAGGBBM_04126	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
KHAGGBBM_04127	gene	153	hokE			
KHAGGBBM_04127	CDS	153	hokE			Toxic protein HokE
KHAGGBBM_04128	gene	237	vdcD			
KHAGGBBM_04128	CDS	237	vdcD			Protein VdcD
KHAGGBBM_04129	gene	1428	edcC			
KHAGGBBM_04129	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
KHAGGBBM_04130	gene	594	ecdB			
KHAGGBBM_04130	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
KHAGGBBM_04131	gene	408	hosA			
KHAGGBBM_04131	CDS	408	hosA			Transcriptional regulator HosA
KHAGGBBM_04132	gene	888	dmlR_17			
KHAGGBBM_04132	CDS	888	dmlR_17			HTH-type transcriptional regulator DmlR
KHAGGBBM_04133	gene	1203	jefA_2			
KHAGGBBM_04133	CDS	1203	jefA_2			Drug efflux pump JefA
KHAGGBBM_04134	gene	378				
KHAGGBBM_04134	CDS	378				hypothetical protein
KHAGGBBM_04135	gene	993	rpoS			
KHAGGBBM_04135	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
KHAGGBBM_04136	gene	1137	nlpD_1			
KHAGGBBM_04136	CDS	1137	nlpD_1			Murein hydrolase activator NlpD
KHAGGBBM_04137	gene	627	pcm			
KHAGGBBM_04137	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
KHAGGBBM_04138	gene	762	surE_2			
KHAGGBBM_04138	CDS	762	surE_2	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
KHAGGBBM_04139	gene	1050	truD			
KHAGGBBM_04139	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
KHAGGBBM_04140	gene	480	ispF			
KHAGGBBM_04140	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KHAGGBBM_04141	gene	711	ispD			
KHAGGBBM_04141	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KHAGGBBM_04142	gene	318	ftsB			
KHAGGBBM_04142	CDS	318	ftsB		COG2919	Cell division protein FtsB
KHAGGBBM_04143	gene	327	ygbE			
KHAGGBBM_04143	CDS	327	ygbE			Inner membrane protein YgbE
KHAGGBBM_04144	gene	606	cysC			
KHAGGBBM_04144	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
KHAGGBBM_04145	gene	1428	cysN			
KHAGGBBM_04145	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
KHAGGBBM_04146	gene	909	cysD			
KHAGGBBM_04146	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
KHAGGBBM_04147	gene	1416	cysG_1			
KHAGGBBM_04147	CDS	1416	cysG_1		COG0007	Siroheme synthase
KHAGGBBM_04148	gene	1047				
KHAGGBBM_04148	CDS	1047				hypothetical protein
KHAGGBBM_04149	gene	735	cysH_2			
KHAGGBBM_04149	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
KHAGGBBM_04150	gene	1713	cysI			
KHAGGBBM_04150	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
KHAGGBBM_04151	gene	1800	cysJ			
KHAGGBBM_04151	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
KHAGGBBM_04152	gene	366	queD			
KHAGGBBM_04152	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KHAGGBBM_04153	gene	672	queE			
KHAGGBBM_04153	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
KHAGGBBM_04154	gene	1110				
KHAGGBBM_04154	CDS	1110				hypothetical protein
KHAGGBBM_04155	gene	1299	eno			
KHAGGBBM_04155	CDS	1299	eno	4.2.1.11	COG0148	Enolase
KHAGGBBM_04156	gene	1638	pyrG_2			
KHAGGBBM_04156	CDS	1638	pyrG_2	6.3.4.2	COG0504	CTP synthase
KHAGGBBM_04157	gene	792	mazG			
KHAGGBBM_04157	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
KHAGGBBM_04158	gene	2238	relA			
KHAGGBBM_04158	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
KHAGGBBM_04159	gene	1305	rlmD			
KHAGGBBM_04159	CDS	1305	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
KHAGGBBM_04160	gene	2751	barA			
KHAGGBBM_04160	CDS	2751	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
KHAGGBBM_04161	gene	1140	garK_2			
KHAGGBBM_04161	CDS	1140	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
KHAGGBBM_04162	gene	1341	gudD			
KHAGGBBM_04162	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
KHAGGBBM_04163	gene	1341	gudX			
KHAGGBBM_04163	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
KHAGGBBM_04164	gene	1353	gudP_3			
KHAGGBBM_04164	CDS	1353	gudP_3			putative glucarate transporter
KHAGGBBM_04165	gene	444				
KHAGGBBM_04165	CDS	444			COG0716	putative protein
KHAGGBBM_04166	gene	795	truC			
KHAGGBBM_04166	CDS	795	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
KHAGGBBM_04167	gene	330	yqcC			
KHAGGBBM_04167	CDS	330	yqcC		COG3098	putative protein YqcC
KHAGGBBM_04168	gene	546	syd			
KHAGGBBM_04168	CDS	546	syd			Protein Syd
KHAGGBBM_04169	gene	846	queF			
KHAGGBBM_04169	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
KHAGGBBM_04170	gene	1368	ppnN			
KHAGGBBM_04170	CDS	1368	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
KHAGGBBM_04171	gene	1290	sdaC_2			
KHAGGBBM_04171	CDS	1290	sdaC_2		COG0814	Serine transporter
KHAGGBBM_04172	gene	1368	sdaB			
KHAGGBBM_04172	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
KHAGGBBM_04173	gene	942	ssuA_3			
KHAGGBBM_04173	CDS	942	ssuA_3			Putative aliphatic sulfonates-binding protein
KHAGGBBM_04174	gene	1224	soxC			
KHAGGBBM_04174	CDS	1224	soxC			Dibenzothiophene desulfurization enzyme C
KHAGGBBM_04175	gene	1422	ygcS			
KHAGGBBM_04175	CDS	1422	ygcS			Inner membrane metabolite transport protein YgcS
KHAGGBBM_04176	gene	879				
KHAGGBBM_04176	CDS	879				hypothetical protein
KHAGGBBM_04177	gene	699	metI_4			
KHAGGBBM_04177	CDS	699	metI_4		COG2011	D-methionine transport system permease protein MetI
KHAGGBBM_04178	gene	1023	metN_3			
KHAGGBBM_04178	CDS	1023	metN_3	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KHAGGBBM_04179	gene	1407	dmoA			
KHAGGBBM_04179	CDS	1407	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
KHAGGBBM_04180	gene	1398				
KHAGGBBM_04180	CDS	1398				hypothetical protein
KHAGGBBM_04181	gene	1173	msuD_2			
KHAGGBBM_04181	CDS	1173	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
KHAGGBBM_04182	gene	1944	norR_3			
KHAGGBBM_04182	CDS	1944	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
KHAGGBBM_04183	gene	756	ygdG			
KHAGGBBM_04183	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
KHAGGBBM_04184	gene	1149	fucO			
KHAGGBBM_04184	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
KHAGGBBM_04185	gene	648	fucA			
KHAGGBBM_04185	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
KHAGGBBM_04186	gene	1311	fucP			
KHAGGBBM_04186	CDS	1311	fucP		COG0738	L-fucose-proton symporter
KHAGGBBM_04187	gene	1776	fucI			
KHAGGBBM_04187	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
KHAGGBBM_04188	gene	1419	fucK			
KHAGGBBM_04188	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
KHAGGBBM_04189	gene	423	fucU			
KHAGGBBM_04189	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
KHAGGBBM_04190	gene	711	ydjF			
KHAGGBBM_04190	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
KHAGGBBM_04191	gene	1101	rlmM			
KHAGGBBM_04191	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
KHAGGBBM_04192	gene	396				
KHAGGBBM_04192	CDS	396				hypothetical protein
KHAGGBBM_04193	gene	825	gcvA_6			
KHAGGBBM_04193	CDS	825	gcvA_6			Glycine cleavage system transcriptional activator
KHAGGBBM_04194	gene	231	ygdR_3			
KHAGGBBM_04194	CDS	231	ygdR_3			putative lipoprotein YgdR
KHAGGBBM_04195	gene	1206	csdA			
KHAGGBBM_04195	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
KHAGGBBM_04196	gene	432	csdE			
KHAGGBBM_04196	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
KHAGGBBM_04197	gene	822	tcdA			
KHAGGBBM_04197	CDS	822	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
KHAGGBBM_04198	gene	1098	mltA			
KHAGGBBM_04198	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
KHAGGBBM_04199	gene	77				
KHAGGBBM_04199	tRNA	77				tRNA-Met(cat)
KHAGGBBM_04200	gene	77				
KHAGGBBM_04200	tRNA	77				tRNA-Met(cat)
KHAGGBBM_04201	gene	77				
KHAGGBBM_04201	tRNA	77				tRNA-Met(cat)
KHAGGBBM_04202	gene	168				
KHAGGBBM_04202	CDS	168				hypothetical protein
KHAGGBBM_04203	gene	1341				
KHAGGBBM_04203	CDS	1341				hypothetical protein
KHAGGBBM_04204	gene	666				
KHAGGBBM_04204	CDS	666				hypothetical protein
KHAGGBBM_04205	gene	1704	ompA_4			
KHAGGBBM_04205	CDS	1704	ompA_4			Outer membrane protein A
KHAGGBBM_04206	gene	2481				
KHAGGBBM_04206	CDS	2481				hypothetical protein
KHAGGBBM_04207	gene	1782				
KHAGGBBM_04207	CDS	1782				hypothetical protein
KHAGGBBM_04208	gene	1104				
KHAGGBBM_04208	CDS	1104				hypothetical protein
KHAGGBBM_04209	gene	1149				
KHAGGBBM_04209	CDS	1149				hypothetical protein
KHAGGBBM_04210	gene	3336				
KHAGGBBM_04210	CDS	3336				hypothetical protein
KHAGGBBM_04211	gene	1761				
KHAGGBBM_04211	CDS	1761				hypothetical protein
KHAGGBBM_04212	gene	1083				
KHAGGBBM_04212	CDS	1083				hypothetical protein
KHAGGBBM_04213	gene	534				
KHAGGBBM_04213	CDS	534				hypothetical protein
KHAGGBBM_04214	gene	426				
KHAGGBBM_04214	CDS	426				hypothetical protein
KHAGGBBM_04215	gene	1056	cobT_2			
KHAGGBBM_04215	CDS	1056	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KHAGGBBM_04216	gene	546	cobU			
KHAGGBBM_04216	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
KHAGGBBM_04217	gene	1524	cobQ			
KHAGGBBM_04217	CDS	1524	cobQ			Cobyric acid synthase
KHAGGBBM_04218	gene	825	cbiO			
KHAGGBBM_04218	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
KHAGGBBM_04219	gene	678	cbiQ			
KHAGGBBM_04219	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
KHAGGBBM_04220	gene	282	cbiN			
KHAGGBBM_04220	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
KHAGGBBM_04221	gene	738	cbiM			
KHAGGBBM_04221	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
KHAGGBBM_04222	gene	711	cbiL			
KHAGGBBM_04222	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
KHAGGBBM_04223	gene	795	cbiK			
KHAGGBBM_04223	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
KHAGGBBM_04224	gene	786	cbiJ			
KHAGGBBM_04224	CDS	786	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
KHAGGBBM_04225	gene	726	cbiH			
KHAGGBBM_04225	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
KHAGGBBM_04226	gene	1056	cbiG			
KHAGGBBM_04226	CDS	1056	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
KHAGGBBM_04227	gene	774	cbiF			
KHAGGBBM_04227	CDS	774	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
KHAGGBBM_04228	gene	570	cbiT			
KHAGGBBM_04228	CDS	570	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
KHAGGBBM_04229	gene	606	cbiE			
KHAGGBBM_04229	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
KHAGGBBM_04230	gene	1140	cbiD			
KHAGGBBM_04230	CDS	1140	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
KHAGGBBM_04231	gene	636	cbiC			
KHAGGBBM_04231	CDS	636	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
KHAGGBBM_04232	gene	960	cobD_1			
KHAGGBBM_04232	CDS	960	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
KHAGGBBM_04233	gene	1377	cbiA			
KHAGGBBM_04233	CDS	1377	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
KHAGGBBM_04234	gene	912	rhaS_10			
KHAGGBBM_04234	CDS	912	rhaS_10			HTH-type transcriptional activator RhaS
KHAGGBBM_04235	gene	810	pduF			
KHAGGBBM_04235	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
KHAGGBBM_04236	gene	285	pduA_1			
KHAGGBBM_04236	CDS	285	pduA_1		COG4577	Propanediol utilization protein PduA
KHAGGBBM_04237	gene	813	pduB			
KHAGGBBM_04237	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
KHAGGBBM_04238	gene	1665	pduC			
KHAGGBBM_04238	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
KHAGGBBM_04239	gene	690	pduD_1			
KHAGGBBM_04239	CDS	690	pduD_1	4.2.1.28		Propanediol dehydratase medium subunit
KHAGGBBM_04240	gene	525	pduE_1			
KHAGGBBM_04240	CDS	525	pduE_1	4.2.1.28	COG4910	Propanediol dehydratase small subunit
KHAGGBBM_04241	gene	1833	ddrA_1			
KHAGGBBM_04241	CDS	1833	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
KHAGGBBM_04242	gene	351				
KHAGGBBM_04242	CDS	351				hypothetical protein
KHAGGBBM_04243	gene	276	pduA_2			
KHAGGBBM_04243	CDS	276	pduA_2		COG4577	Propanediol utilization protein PduA
KHAGGBBM_04244	gene	447				
KHAGGBBM_04244	CDS	447				hypothetical protein
KHAGGBBM_04245	gene	633	pduL			
KHAGGBBM_04245	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
KHAGGBBM_04246	gene	492				
KHAGGBBM_04246	CDS	492				hypothetical protein
KHAGGBBM_04247	gene	276	ccmL			
KHAGGBBM_04247	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
KHAGGBBM_04248	gene	1017				
KHAGGBBM_04248	CDS	1017				hypothetical protein
KHAGGBBM_04249	gene	1389	astD_3			
KHAGGBBM_04249	CDS	1389	astD_3	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
KHAGGBBM_04250	gene	1113	adhE_2			
KHAGGBBM_04250	CDS	1113	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
KHAGGBBM_04251	gene	1353	rsxC_2			
KHAGGBBM_04251	CDS	1353	rsxC_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
KHAGGBBM_04252	gene	555				
KHAGGBBM_04252	CDS	555				hypothetical protein
KHAGGBBM_04253	gene	351	pduU			
KHAGGBBM_04253	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
KHAGGBBM_04254	gene	441	pduV			
KHAGGBBM_04254	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
KHAGGBBM_04255	gene	1215	pduW			
KHAGGBBM_04255	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
KHAGGBBM_04256	gene	903	pduX			
KHAGGBBM_04256	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
KHAGGBBM_04257	gene	1077	cobD_2			
KHAGGBBM_04257	CDS	1077	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
KHAGGBBM_04258	gene	1254	amiC_2			
KHAGGBBM_04258	CDS	1254	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
KHAGGBBM_04259	gene	1332	argA			
KHAGGBBM_04259	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
KHAGGBBM_04260	gene	321				
KHAGGBBM_04260	CDS	321				hypothetical protein
KHAGGBBM_04261	gene	1845	recD			
KHAGGBBM_04261	CDS	1845	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
KHAGGBBM_04262	gene	3537	recB			
KHAGGBBM_04262	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
KHAGGBBM_04263	gene	2886	ptrA			
KHAGGBBM_04263	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
KHAGGBBM_04264	gene	3378	recC			
KHAGGBBM_04264	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
KHAGGBBM_04265	gene	324				
KHAGGBBM_04265	CDS	324				hypothetical protein
KHAGGBBM_04266	gene	408				
KHAGGBBM_04266	CDS	408				hypothetical protein
KHAGGBBM_04267	gene	558				
KHAGGBBM_04267	CDS	558				hypothetical protein
KHAGGBBM_04268	gene	552				
KHAGGBBM_04268	CDS	552				hypothetical protein
KHAGGBBM_04269	gene	795	thyA			
KHAGGBBM_04269	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
KHAGGBBM_04270	gene	876	lgt			
KHAGGBBM_04270	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KHAGGBBM_04271	gene	2247	ptsP			
KHAGGBBM_04271	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
KHAGGBBM_04272	gene	531	rppH_2			
KHAGGBBM_04272	CDS	531	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
KHAGGBBM_04273	gene	696	mutH			
KHAGGBBM_04273	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
KHAGGBBM_04274	gene	714				
KHAGGBBM_04274	CDS	714				hypothetical protein
KHAGGBBM_04275	gene	219	ygdR_4			
KHAGGBBM_04275	CDS	219	ygdR_4			putative lipoprotein YgdR
KHAGGBBM_04276	gene	1041	tas			
KHAGGBBM_04276	CDS	1041	tas		COG0667	Protein tas
KHAGGBBM_04277	gene	1194	lplT			
KHAGGBBM_04277	CDS	1194	lplT			Lysophospholipid transporter LplT
KHAGGBBM_04278	gene	2160	aas			
KHAGGBBM_04278	CDS	2160	aas		COG0204	Bifunctional protein Aas
KHAGGBBM_04279	gene	1017	galR_2			
KHAGGBBM_04279	CDS	1017	galR_2		COG1609	HTH-type transcriptional regulator GalR
KHAGGBBM_04280	gene	480				
KHAGGBBM_04280	CDS	480				hypothetical protein
KHAGGBBM_04281	gene	774	lldR_1			
KHAGGBBM_04281	CDS	774	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
KHAGGBBM_04282	gene	1428	gmuD_2			
KHAGGBBM_04282	CDS	1428	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
KHAGGBBM_04283	gene	1338	licC_7			
KHAGGBBM_04283	CDS	1338	licC_7		COG1455	Lichenan permease IIC component
KHAGGBBM_04284	gene	1011	ascG_3			
KHAGGBBM_04284	CDS	1011	ascG_3		COG1609	HTH-type transcriptional regulator AscG
KHAGGBBM_04285	gene	1263	lysA			
KHAGGBBM_04285	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
KHAGGBBM_04286	gene	927	occR			
KHAGGBBM_04286	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
KHAGGBBM_04287	gene	714	ygeA			
KHAGGBBM_04287	CDS	714	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
KHAGGBBM_04288	gene	327				
KHAGGBBM_04288	CDS	327				hypothetical protein
KHAGGBBM_04289	gene	891	lacF			
KHAGGBBM_04289	CDS	891	lacF			Lactose transport system permease protein LacF
KHAGGBBM_04290	gene	903	dasC			
KHAGGBBM_04290	CDS	903	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
KHAGGBBM_04291	gene	1128	msiK_2			
KHAGGBBM_04291	CDS	1128	msiK_2	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
KHAGGBBM_04292	gene	1287	yesO			
KHAGGBBM_04292	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
KHAGGBBM_04293	gene	1344				
KHAGGBBM_04293	CDS	1344				hypothetical protein
KHAGGBBM_04294	gene	1437	sacA			
KHAGGBBM_04294	CDS	1437	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
KHAGGBBM_04295	gene	1242	cscB			
KHAGGBBM_04295	CDS	1242	cscB			Sucrose permease
KHAGGBBM_04296	gene	996	ccpA_2			
KHAGGBBM_04296	CDS	996	ccpA_2		COG1609	Catabolite control protein A
KHAGGBBM_04297	gene	1422	araE			
KHAGGBBM_04297	CDS	1422	araE			Arabinose-proton symporter
KHAGGBBM_04298	gene	762	kduD_2			
KHAGGBBM_04298	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
KHAGGBBM_04299	gene	1176	ogl			
KHAGGBBM_04299	CDS	1176	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
KHAGGBBM_04300	gene	696	kdgM			
KHAGGBBM_04300	CDS	696	kdgM			Oligogalacturonate-specific porin KdgM
KHAGGBBM_04301	gene	1179	thlA_3			
KHAGGBBM_04301	CDS	1179	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KHAGGBBM_04302	gene	870	gltC_4			
KHAGGBBM_04302	CDS	870	gltC_4			HTH-type transcriptional regulator GltC
KHAGGBBM_04303	gene	462				
KHAGGBBM_04303	CDS	462				hypothetical protein
KHAGGBBM_04304	gene	1230	yqeG			
KHAGGBBM_04304	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
KHAGGBBM_04305	gene	879	pdxI			
KHAGGBBM_04305	CDS	879	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
KHAGGBBM_04306	gene	705	ycgR			
KHAGGBBM_04306	CDS	705	ycgR			Flagellar brake protein YcgR
KHAGGBBM_04307	gene	573				
KHAGGBBM_04307	CDS	573				hypothetical protein
KHAGGBBM_04308	gene	717	pdeH_2			
KHAGGBBM_04308	CDS	717	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
KHAGGBBM_04309	gene	636				
KHAGGBBM_04309	CDS	636				hypothetical protein
KHAGGBBM_04310	gene	996	mrkD_2			
KHAGGBBM_04310	CDS	996	mrkD_2			Fimbria adhesin protein
KHAGGBBM_04311	gene	2487	htrE			
KHAGGBBM_04311	CDS	2487	htrE		COG3188	Outer membrane usher protein HtrE
KHAGGBBM_04312	gene	702	yadV_2			
KHAGGBBM_04312	CDS	702	yadV_2			putative fimbrial chaperone YadV
KHAGGBBM_04313	gene	609				
KHAGGBBM_04313	CDS	609				hypothetical protein
KHAGGBBM_04314	gene	210				
KHAGGBBM_04314	CDS	210				hypothetical protein
KHAGGBBM_04315	gene	897				
KHAGGBBM_04315	CDS	897				hypothetical protein
KHAGGBBM_04316	gene	507				
KHAGGBBM_04316	CDS	507				hypothetical protein
KHAGGBBM_04317	gene	957				
KHAGGBBM_04317	CDS	957				hypothetical protein
KHAGGBBM_04318	gene	606				
KHAGGBBM_04318	CDS	606				ISKra4 family transposase ISCep1
KHAGGBBM_04319	gene	609				
KHAGGBBM_04319	CDS	609				ISKra4 family transposase ISCep1
KHAGGBBM_04320	gene	549	fim			
KHAGGBBM_04320	CDS	549	fim			Fimbrial subunit type 1
KHAGGBBM_04321	gene	537	lpfA			
KHAGGBBM_04321	CDS	537	lpfA			putative major fimbrial subunit LpfA
KHAGGBBM_04322	gene	705	fimC_2			
KHAGGBBM_04322	CDS	705	fimC_2			Chaperone protein FimC
KHAGGBBM_04323	gene	2613	fimD_5			
KHAGGBBM_04323	CDS	2613	fimD_5		COG3188	Outer membrane usher protein FimD
KHAGGBBM_04324	gene	528	fimF			
KHAGGBBM_04324	CDS	528	fimF			Protein FimF
KHAGGBBM_04325	gene	501	fimG			
KHAGGBBM_04325	CDS	501	fimG			Protein FimG
KHAGGBBM_04326	gene	909	fimH			
KHAGGBBM_04326	CDS	909	fimH			Type 1 fimbrin D-mannose specific adhesin
KHAGGBBM_04327	gene	1413				
KHAGGBBM_04327	CDS	1413				hypothetical protein
KHAGGBBM_04328	gene	273	yjdJ			
KHAGGBBM_04328	CDS	273	yjdJ		COG2388	putative protein YjdJ
KHAGGBBM_04329	gene	231				
KHAGGBBM_04329	CDS	231				hypothetical protein
KHAGGBBM_04330	gene	273				
KHAGGBBM_04330	CDS	273				hypothetical protein
KHAGGBBM_04331	gene	1026	mdtN			
KHAGGBBM_04331	CDS	1026	mdtN		COG1566	Multidrug resistance protein MdtN
KHAGGBBM_04332	gene	1938	mdtO			
KHAGGBBM_04332	CDS	1938	mdtO		COG1289	Multidrug resistance protein MdtO
KHAGGBBM_04333	gene	1449	cusC_2			
KHAGGBBM_04333	CDS	1449	cusC_2		COG1538	Cation efflux system protein CusC
KHAGGBBM_04334	gene	300				
KHAGGBBM_04334	CDS	300				hypothetical protein
KHAGGBBM_04335	gene	1554	dtpT			
